sitio,number_pino,sp,h_cm,number_puestas,altitud_m,distances,focal_pine
LP,28,n,300,0,1785,6.40312423743285,29
LP,31,n,200,0,1786,7.07106781186548,29
LP,27,n,300,0,1785,8.60232526704263,29
LP,35,n,350,1,1793,9.21954445729289,29
LP,36,n,150,0,1795,10,29
LP,30,n,150,0,1785,0,30
LP,31,n,200,0,1786,1,30
LP,32,n,250,0,1786,2,30
LP,33,s,190,0,1786,2,30
LP,29,n,275,0,1785,6.08276253029822,30
LP,34,n,350,3,1789,10,30
LP,28,n,300,0,1785,12.0830459735946,30
LP,35,n,350,1,1793,12.8062484748657,30
LP,27,n,300,0,1785,14.3178210632764,30
LP,36,n,150,0,1795,15,30
LP,31,n,200,0,1786,0,31
LP,30,n,150,0,1785,1,31
LP,32,n,250,0,1786,2.23606797749979,31
LP,33,s,190,0,1786,2.23606797749979,31
LP,29,n,275,0,1785,7.07106781186548,31
LP,34,n,350,3,1789,10.816653826392,31
LP,28,n,300,0,1785,13,31
LP,35,n,350,1,1793,13.4536240470737,31
LP,27,n,300,0,1785,15.2315462117278,31
LP,36,n,150,0,1795,15.8113883008419,31
LP,32,n,250,0,1786,0,32
LP,33,s,190,0,1786,0,32
LP,30,n,150,0,1785,2,32
LP,31,n,200,0,1786,2.23606797749979,32
LP,29,n,275,0,1785,6.08276253029822,32
LP,34,n,350,3,1789,8.94427190999916,32
LP,35,n,350,1,1793,11.3137084989848,32
LP,28,n,300,0,1785,11.4017542509914,32
LP,27,n,300,0,1785,13.6014705087354,32
LP,36,n,150,0,1795,13.8924439894498,32
LP,32,n,250,0,1786,0,33
LP,33,s,190,0,1786,0,33
LP,30,n,150,0,1785,2,33
LP,31,n,200,0,1786,2.23606797749979,33
LP,29,n,275,0,1785,6.08276253029822,33
LP,34,n,350,3,1789,8.94427190999916,33
LP,35,n,350,1,1793,11.3137084989848,33
LP,28,n,300,0,1785,11.4017542509914,33
LP,27,n,300,0,1785,13.6014705087354,33
LP,36,n,150,0,1795,13.8924439894498,33
LP,34,n,350,3,1789,0,34
LP,28,n,300,0,1785,3.16227766016838,34
LP,35,n,350,1,1793,4,34
LP,27,n,300,0,1785,5,34
LP,36,n,150,0,1795,5,34
LP,29,n,275,0,1785,5.3851648071345,34
LP,37,n,225,0,1795,6.40312423743285,34
LP,32,n,250,0,1786,8.94427190999916,34
LP,33,s,190,0,1786,8.94427190999916,34
LP,38,n,200,0,1797,9.8488578017961,34
LP,35,n,350,1,1793,0,35
LP,34,n,350,3,1789,4,35
LP,36,n,150,0,1795,4.12310562561766,35
LP,37,n,225,0,1795,5,35
LP,28,n,300,0,1785,5.8309518948453,35
LP,59,n,250,0,1815,6.08276253029822,35
LP,27,n,300,0,1785,6.40312423743285,35
LP,38,n,200,0,1797,6.40312423743285,35
LP,39,n,325,3,1797,7.81024967590665,35
LP,24,s,1000,2,1783,9.05538513813742,35
LP,36,n,150,0,1795,0,36
LP,37,n,225,0,1795,1.4142135623731,36
LP,27,n,300,0,1785,3.16227766016838,36
LP,28,n,300,0,1785,4.12310562561766,36
LP,35,n,350,1,1793,4.12310562561766,36
LP,34,n,350,3,1789,5,36
LP,24,s,1000,2,1783,5.3851648071345,36
LP,38,n,200,0,1797,6,36
LP,39,n,325,3,1797,6.32455532033676,36
LP,23,n,130,0,1783,8.06225774829855,36
LP,37,n,225,0,1795,0,37
LP,36,n,150,0,1795,1.4142135623731,37
LP,27,n,300,0,1785,4,37
LP,24,s,1000,2,1783,4.12310562561766,37
LP,35,n,350,1,1793,5,37
LP,38,n,200,0,1797,5.09901951359278,37
LP,39,n,325,3,1797,5.09901951359278,37
LP,28,n,300,0,1785,5.3851648071345,37
LP,34,n,350,3,1789,6.40312423743285,37
LP,23,n,130,0,1783,6.70820393249937,37
LP,38,n,200,0,1797,0,38
LP,39,n,325,3,1797,2,38
LP,40,n,190,0,1800,4.47213595499958,38
LP,37,n,225,0,1795,5.09901951359278,38
LP,59,n,250,0,1815,5.09901951359278,38
LP,36,n,150,0,1795,6,38
LP,24,s,1000,2,1783,6.40312423743285,38
LP,35,n,350,1,1793,6.40312423743285,38
LP,23,n,130,0,1783,7.28010988928052,38
LP,27,n,300,0,1785,9.05538513813742,38
LP,39,n,325,3,1797,0,39
LP,38,n,200,0,1797,2,39
LP,40,n,190,0,1800,4,39
LP,24,s,1000,2,1783,5,39
LP,37,n,225,0,1795,5.09901951359278,39
LP,23,n,130,0,1783,5.3851648071345,39
LP,36,n,150,0,1795,6.32455532033676,39
LP,59,n,250,0,1815,7.07106781186548,39
LP,35,n,350,1,1793,7.81024967590665,39
LP,27,n,300,0,1785,9.05538513813742,39
LP,40,n,190,0,1800,0,40
LP,39,n,325,3,1797,4,40
LP,38,n,200,0,1797,4.47213595499958,40
LP,59,n,250,0,1815,7.61577310586391,40
LP,23,n,130,0,1783,7.81024967590665,40
LP,43,s,1000,5,1802,8.24621125123532,40
LP,24,s,1000,2,1783,8.54400374531753,40
LP,37,n,225,0,1795,9.05538513813742,40
LP,36,n,150,0,1795,10.1980390271856,40
LP,35,n,350,1,1793,10.816653826392,40
LP,41,s,350,0,1799,0,41
LP,20,n,275,1,1773,1,41
LP,21,n,280,0,1780,2,41
LP,22,s,250,1,1781,2,41
LP,42,n,325,1,1800,2.23606797749979,41
LP,15,n,210,0,1767,3.16227766016838,41
LP,19,n,200,1,1773,3.16227766016838,41
LP,16,n,225,0,1768,3.60555127546399,41
LP,17,n,190,2,1770,3.60555127546399,41
LP,18,n,220,2,1769,3.60555127546399,41
LP,42,n,325,1,1800,0,42
LP,41,s,350,0,1799,2.23606797749979,42
LP,20,n,275,1,1773,3.16227766016838,42
LP,21,n,280,0,1780,4.12310562561766,42
LP,22,s,250,1,1781,4.12310562561766,42
LP,15,n,210,0,1767,5,42
LP,19,n,200,1,1773,5,42
LP,16,n,225,0,1768,5.09901951359278,42
LP,17,n,190,2,1770,5.09901951359278,42
LP,18,n,220,2,1769,5.09901951359278,42
LP,43,s,1000,5,1802,0,43
LP,42,n,325,1,1800,7.61577310586391,43
LP,40,n,190,0,1800,8.24621125123532,43
LP,23,n,130,0,1783,8.54400374531753,43
LP,41,s,350,0,1799,9.21954445729289,43
LP,39,n,325,3,1797,10,43
LP,20,n,275,1,1773,10.1980390271856,43
LP,21,n,280,0,1780,11.1803398874989,43
LP,22,s,250,1,1781,11.1803398874989,43
LP,24,s,1000,2,1783,11.1803398874989,43
LP,44,n,180,0,1801,0,44
LP,45,s,350,0,1803,3.16227766016838,44
LP,59,n,250,0,1815,4.47213595499958,44
LP,47,s,400,2,1804,6.40312423743285,44
LP,46,s,980,4,1804,7,44
LP,35,n,350,1,1793,9.4339811320566,44
LP,38,n,200,0,1797,9.48683298050514,44
LP,48,n,350,1,1805,10.816653826392,44
LP,40,n,190,0,1800,11.0453610171873,44
LP,39,n,325,3,1797,11.4017542509914,44
LP,45,s,350,0,1803,0,45
LP,44,n,180,0,1801,3.16227766016838,45
LP,46,s,980,4,1804,4.12310562561766,45
LP,47,s,400,2,1804,4.12310562561766,45
LP,59,n,250,0,1815,7.07106781186548,45
LP,48,n,350,1,1805,7.81024967590665,45
LP,61,n,300,0,1818,9.21954445729289,45
LP,55,n,350,1,1817,11,45
LP,38,n,200,0,1797,11.6619037896906,45
LP,50,n,400,4,1807,11.7046999107196,45
LP,46,s,980,4,1804,0,46
LP,45,s,350,0,1803,4.12310562561766,46
LP,61,n,300,0,1818,5.09901951359278,46
LP,47,s,400,2,1804,5.8309518948453,46
LP,48,n,350,1,1805,6.32455532033676,46
LP,44,n,180,0,1801,7,46
LP,62,n,250,1,1815,8.54400374531753,46
LP,59,n,250,0,1815,9.8488578017961,46
LP,60,n,300,1,1816,9.8488578017961,46
LP,49,s,350,2,1807,11.1803398874989,46
LP,47,s,400,2,1804,0,47
LP,45,s,350,0,1803,4.12310562561766,47
LP,48,n,350,1,1805,5.09901951359278,47
LP,46,s,980,4,1804,5.8309518948453,47
LP,44,n,180,0,1801,6.40312423743285,47
LP,55,n,350,1,1817,7.07106781186548,47
LP,50,n,400,4,1807,7.61577310586391,47
LP,49,s,350,2,1807,9.4339811320566,47
LP,52,n,350,2,1812,9.4339811320566,47
LP,61,n,300,0,1818,10,47
LP,48,n,350,1,1805,0,48
LP,49,s,350,2,1807,5,48
LP,52,n,350,2,1812,5,48
LP,47,s,400,2,1804,5.09901951359278,48
LP,53,n,325,2,1813,5.65685424949238,48
LP,46,s,980,4,1804,6.32455532033676,48
LP,50,n,400,4,1807,6.32455532033676,48
LP,62,n,250,1,1815,6.70820393249937,48
LP,51,n,400,6,1810,7.28010988928052,48
LP,61,n,300,0,1818,7.61577310586391,48
LP,49,s,350,2,1807,0,49
LP,52,n,350,2,1812,0,49
LP,53,n,325,2,1813,1,49
LP,51,n,400,6,1810,3.16227766016838,49
LP,48,n,350,1,1805,5,49
LP,50,n,400,4,1807,5.3851648071345,49
LP,62,n,250,1,1815,7.61577310586391,49
LP,54,n,375,1,1816,8.06225774829855,49
LP,55,n,350,1,1817,9.21954445729289,49
LP,47,s,400,2,1804,9.4339811320566,49
LP,50,n,400,4,1807,0,50
LP,55,n,350,1,1817,4,50
LP,51,n,400,6,1810,4.12310562561766,50
LP,49,s,350,2,1807,5.3851648071345,50
LP,52,n,350,2,1812,5.3851648071345,50
LP,48,n,350,1,1805,6.32455532033676,50
LP,53,n,325,2,1813,6.32455532033676,50
LP,47,s,400,2,1804,7.61577310586391,50
LP,45,s,350,0,1803,11.7046999107196,50
LP,46,s,980,4,1804,12,50
LP,51,n,400,6,1810,0,51
LP,49,s,350,2,1807,3.16227766016838,51
LP,52,n,350,2,1812,3.16227766016838,51
LP,53,n,325,2,1813,3.60555127546399,51
LP,50,n,400,4,1807,4.12310562561766,51
LP,48,n,350,1,1805,7.28010988928052,51
LP,55,n,350,1,1817,8.06225774829855,51
LP,54,n,375,1,1816,9.21954445729289,51
LP,47,s,400,2,1804,10.6301458127346,51
LP,62,n,250,1,1815,10.770329614269,51
LP,49,s,350,2,1807,0,52
LP,52,n,350,2,1812,0,52
LP,53,n,325,2,1813,1,52
LP,51,n,400,6,1810,3.16227766016838,52
LP,48,n,350,1,1805,5,52
LP,50,n,400,4,1807,5.3851648071345,52
LP,62,n,250,1,1815,7.61577310586391,52
LP,54,n,375,1,1816,8.06225774829855,52
LP,55,n,350,1,1817,9.21954445729289,52
LP,47,s,400,2,1804,9.4339811320566,52
LP,53,n,325,2,1813,0,53
LP,49,s,350,2,1807,1,53
LP,52,n,350,2,1812,1,53
LP,51,n,400,6,1810,3.60555127546399,53
LP,48,n,350,1,1805,5.65685424949238,53
LP,50,n,400,4,1807,6.32455532033676,53
LP,54,n,375,1,1816,7.07106781186548,53
LP,62,n,250,1,1815,7.28010988928052,53
LP,55,n,350,1,1817,10.1980390271856,53
LP,47,s,400,2,1804,10.295630140987,53
LP,54,n,375,1,1816,0,54
LP,53,n,325,2,1813,7.07106781186548,54
LP,49,s,350,2,1807,8.06225774829855,54
LP,52,n,350,2,1812,8.06225774829855,54
LP,51,n,400,6,1810,9.21954445729289,54
LP,62,n,250,1,1815,9.4339811320566,54
LP,48,n,350,1,1805,12.0830459735946,54
LP,50,n,400,4,1807,13.0384048104053,54
LP,61,n,300,0,1818,14.422205101856,54
LP,60,n,300,1,1816,15.52417469626,54
LP,55,n,350,1,1817,0,55
LP,50,n,400,4,1807,4,55
LP,47,s,400,2,1804,7.07106781186548,55
LP,51,n,400,6,1810,8.06225774829855,55
LP,48,n,350,1,1805,8.48528137423857,55
LP,49,s,350,2,1807,9.21954445729289,55
LP,52,n,350,2,1812,9.21954445729289,55
LP,53,n,325,2,1813,10.1980390271856,55
LP,45,s,350,0,1803,11,55
LP,44,n,180,0,1801,12.369316876853,55
LP,56,n,350,1,1817,0,56
LP,164,s,190,1,1816,33.2866339541865,56
LP,165,n,90,0,1817,33.6005952328229,56
LP,166,n,170,5,1815,33.6005952328229,56
LP,163,n,170,1,1816,34.6698716467194,56
LP,171,s,190,1,1817,35,56
LP,167,S,130,3,1817,35.4682957019364,56
LP,162,s,190,0,1814,35.8468966578698,56
LP,168,n,125,16,1817,36.0693775937429,56
LP,172,s,60,1,1817,36.4005494464026,56
LP,57,n,350,3,1816,0,57
LP,58,n,350,11,1816,9,57
LP,56,n,350,1,1817,69.2603782836912,57
LP,170,s,225,5,1817,92.4445779913565,57
LP,173,s,250,0,1817,92.4445779913565,57
LP,171,s,190,1,1817,92.6498785752038,57
LP,174,s,200,0,1817,92.655275079188,57
LP,169,s,160,1,1817,93.1450481775601,57
LP,172,s,60,1,1817,93.8616002420585,57
LP,168,n,125,16,1817,96.8813707582629,57
LP,58,n,350,11,1816,0,58
LP,57,n,350,3,1816,9,58
LP,56,n,350,1,1817,60.2992537267253,58
LP,170,s,225,5,1817,83.815273071201,58
LP,173,s,250,0,1817,83.815273071201,58
LP,171,s,190,1,1817,83.9344982709732,58
LP,174,s,200,0,1817,84.154619599877,58
LP,169,s,160,1,1817,84.4807670419723,58
LP,172,s,60,1,1817,85.1645466141868,58
LP,168,n,125,16,1817,88.0738326632831,58
LP,59,n,250,0,1815,0,59
LP,44,n,180,0,1801,4.47213595499958,59
LP,38,n,200,0,1797,5.09901951359278,59
LP,35,n,350,1,1793,6.08276253029822,59
LP,39,n,325,3,1797,7.07106781186548,59
LP,45,s,350,0,1803,7.07106781186548,59
LP,40,n,190,0,1800,7.61577310586391,59
LP,37,n,225,0,1795,8.48528137423857,59
LP,36,n,150,0,1795,8.60232526704263,59
LP,46,s,980,4,1804,9.8488578017961,59
LP,60,n,300,1,1816,0,60
LP,61,n,300,0,1818,5,60
LP,62,n,250,1,1815,7.07106781186548,60
LP,46,s,980,4,1804,9.8488578017961,60
LP,48,n,350,1,1805,12.2065556157337,60
LP,45,s,350,0,1803,13.9283882771841,60
LP,53,n,325,2,1813,14.3178210632764,60
LP,49,s,350,2,1807,14.560219778561,60
LP,52,n,350,2,1812,14.560219778561,60
LP,47,s,400,2,1804,15,60
LP,61,n,300,0,1818,0,61
LP,60,n,300,1,1816,5,61
LP,62,n,250,1,1815,5,61
LP,46,s,980,4,1804,5.09901951359278,61
LP,48,n,350,1,1805,7.61577310586391,61
LP,45,s,350,0,1803,9.21954445729289,61
LP,47,s,400,2,1804,10,61
LP,49,s,350,2,1807,11,61
LP,52,n,350,2,1812,11,61
LP,53,n,325,2,1813,11.0453610171873,61
LP,62,n,250,1,1815,0,62
LP,61,n,300,0,1818,5,62
LP,48,n,350,1,1805,6.70820393249937,62
LP,60,n,300,1,1816,7.07106781186548,62
LP,53,n,325,2,1813,7.28010988928052,62
LP,49,s,350,2,1807,7.61577310586391,62
LP,52,n,350,2,1812,7.61577310586391,62
LP,46,s,980,4,1804,8.54400374531753,62
LP,54,n,375,1,1816,9.4339811320566,62
LP,51,n,400,6,1810,10.770329614269,62
LP,63,s,180,0,1814,0,63
LP,67,n,140,1,1814,5.65685424949238,63
LP,66,n,115,1,1814,6,63
LP,68,n,140,0,1814,7.21110255092798,63
LP,65,n,75,0,1814,7.28010988928052,63
LP,64,s,225,11,1817,7.61577310586391,63
LP,69,n,125,1,1813,9.4339811320566,63
LP,74,s,130,1,1818,14.142135623731,63
LP,72,s,125,2,1817,15,63
LP,73,s,130,1,1818,15.6204993518133,63
LP,64,s,225,11,1817,0,64
LP,65,n,75,0,1814,6.40312423743285,64
LP,63,s,180,0,1814,7.61577310586391,64
LP,66,n,115,1,1814,7.61577310586391,64
LP,74,s,130,1,1818,7.61577310586391,64
LP,72,s,125,2,1817,9.21954445729289,64
LP,73,s,130,1,1818,9.48683298050514,64
LP,67,n,140,1,1814,11.0453610171873,64
LP,69,n,125,1,1813,13,64
LP,68,n,140,0,1814,13.0384048104053,64
LP,65,n,75,0,1814,0,65
LP,66,n,115,1,1814,2.23606797749979,65
LP,64,s,225,11,1817,6.40312423743285,65
LP,67,n,140,1,1814,6.70820393249937,65
LP,69,n,125,1,1813,7.07106781186548,65
LP,63,s,180,0,1814,7.28010988928052,65
LP,68,n,140,0,1814,8.54400374531753,65
LP,74,s,130,1,1818,8.54400374531753,65
LP,72,s,125,2,1817,8.60232526704263,65
LP,73,s,130,1,1818,9.4339811320566,65
LP,66,n,115,1,1814,0,66
LP,65,n,75,0,1814,2.23606797749979,66
LP,67,n,140,1,1814,4.47213595499958,66
LP,69,n,125,1,1813,5.3851648071345,66
LP,63,s,180,0,1814,6,66
LP,68,n,140,0,1814,6.32455532033676,66
LP,64,s,225,11,1817,7.61577310586391,66
LP,74,s,130,1,1818,10.770329614269,66
LP,72,s,125,2,1817,10.816653826392,66
LP,73,s,130,1,1818,11.6619037896906,66
LP,67,n,140,1,1814,0,67
LP,68,n,140,0,1814,2,67
LP,69,n,125,1,1813,4.12310562561766,67
LP,66,n,115,1,1814,4.47213595499958,67
LP,63,s,180,0,1814,5.65685424949238,67
LP,65,n,75,0,1814,6.70820393249937,67
LP,64,s,225,11,1817,11.0453610171873,67
LP,71,n,120,3,1812,14,67
LP,74,s,130,1,1818,15.2315462117278,67
LP,72,s,125,2,1817,15.2643375224737,67
LP,68,n,140,0,1814,0,68
LP,67,n,140,1,1814,2,68
LP,69,n,125,1,1813,4.12310562561766,68
LP,66,n,115,1,1814,6.32455532033676,68
LP,63,s,180,0,1814,7.21110255092798,68
LP,65,n,75,0,1814,8.54400374531753,68
LP,64,s,225,11,1817,13.0384048104053,68
LP,71,n,120,3,1812,14.142135623731,68
LP,72,s,125,2,1817,17,68
LP,55,n,350,1,1817,17.0293863659264,68
LP,69,n,125,1,1813,0,69
LP,67,n,140,1,1814,4.12310562561766,69
LP,68,n,140,0,1814,4.12310562561766,69
LP,66,n,115,1,1814,5.3851648071345,69
LP,65,n,75,0,1814,7.07106781186548,69
LP,63,s,180,0,1814,9.4339811320566,69
LP,71,n,120,3,1812,10.0498756211209,69
LP,64,s,225,11,1817,13,69
LP,70,n,95,0,1810,14.3178210632764,69
LP,72,s,125,2,1817,14.560219778561,69
LP,70,n,95,0,1810,0,70
LP,71,n,120,3,1812,7.61577310586391,70
LP,97,s,275,1,1812,12.6491106406735,70
LP,69,n,125,1,1813,14.3178210632764,70
LP,88,s,180,0,1817,14.3178210632764,70
LP,31,n,200,0,1786,16.6433169770932,70
LP,87,s,150,0,1818,17.0293863659264,70
LP,30,n,150,0,1785,17.4928556845359,70
LP,68,n,140,0,1814,17.7200451466693,70
LP,67,n,140,1,1814,18.3847763108502,70
LP,71,n,120,3,1812,0,71
LP,70,n,95,0,1810,7.61577310586391,71
LP,88,s,180,0,1817,9.21954445729289,71
LP,69,n,125,1,1813,10.0498756211209,71
LP,87,s,150,0,1818,10.770329614269,71
LP,65,n,75,0,1814,12.5299640861417,71
LP,66,n,115,1,1814,12.6491106406735,71
LP,67,n,140,1,1814,14,71
LP,68,n,140,0,1814,14.142135623731,71
LP,72,s,125,2,1817,14.3178210632764,71
LP,72,s,125,2,1817,0,72
LP,73,s,130,1,1818,1,72
LP,74,s,130,1,1818,2.23606797749979,72
LP,65,n,75,0,1814,8.60232526704263,72
LP,64,s,225,11,1817,9.21954445729289,72
LP,87,s,150,0,1818,10.4403065089106,72
LP,66,n,115,1,1814,10.816653826392,72
LP,75,s,120,0,1821,12.5299640861417,72
LP,86,n,190,3,1821,13.0384048104053,72
LP,88,s,180,0,1817,13.4164078649987,72
LP,73,s,130,1,1818,0,73
LP,72,s,125,2,1817,1,73
LP,74,s,130,1,1818,2,73
LP,65,n,75,0,1814,9.4339811320566,73
LP,64,s,225,11,1817,9.48683298050514,73
LP,87,s,150,0,1818,10.770329614269,73
LP,66,n,115,1,1814,11.6619037896906,73
LP,75,s,120,0,1821,11.6619037896906,73
LP,86,n,190,3,1821,12.2065556157337,73
LP,88,s,180,0,1817,13.8924439894498,73
LP,74,s,130,1,1818,0,74
LP,73,s,130,1,1818,2,74
LP,72,s,125,2,1817,2.23606797749979,74
LP,64,s,225,11,1817,7.61577310586391,74
LP,65,n,75,0,1814,8.54400374531753,74
LP,66,n,115,1,1814,10.770329614269,74
LP,75,s,120,0,1821,10.770329614269,74
LP,87,s,150,0,1818,12.6491106406735,74
LP,86,n,190,3,1821,13.4536240470737,74
LP,76,s,140,0,1823,14.0356688476182,74
LP,75,s,120,0,1821,0,75
LP,76,s,140,0,1823,5,75
LP,74,s,130,1,1818,10.770329614269,75
LP,73,s,130,1,1818,11.6619037896906,75
LP,72,s,125,2,1817,12.5299640861417,75
LP,86,n,190,3,1821,13,75
LP,77,s,70,0,1825,13.0384048104053,75
LP,64,s,225,11,1817,13.3416640641263,75
LP,78,n,110,1,1824,14.7648230602334,75
LP,85,n,160,0,1821,15.0332963783729,75
LP,76,s,140,0,1823,0,76
LP,75,s,120,0,1821,5,76
LP,77,s,70,0,1825,8.06225774829855,76
LP,78,n,110,1,1824,9.8488578017961,76
LP,86,n,190,3,1821,10.770329614269,76
LP,80,s,70,0,1824,11.4017542509914,76
LP,85,n,160,0,1821,12.369316876853,76
LP,74,s,130,1,1818,14.0356688476182,76
LP,73,s,130,1,1818,14.3178210632764,76
LP,79,n,150,1,1826,14.7648230602334,76
LP,77,s,70,0,1825,0,77
LP,78,n,110,1,1824,2,77
LP,80,s,70,0,1824,3.60555127546399,77
LP,79,n,150,1,1826,6.70820393249937,77
LP,76,s,140,0,1823,8.06225774829855,77
LP,84,n,190,1,1822,11.0453610171873,77
LP,83,n,160,5,1823,12.0415945787923,77
LP,86,n,190,3,1821,12.5299640861417,77
LP,85,n,160,0,1821,12.8062484748657,77
LP,75,s,120,0,1821,13.0384048104053,77
LP,78,n,110,1,1824,0,78
LP,77,s,70,0,1825,2,78
LP,80,s,70,0,1824,3,78
LP,79,n,150,1,1826,5,78
LP,76,s,140,0,1823,9.8488578017961,78
LP,84,n,190,1,1822,11.4017542509914,78
LP,83,n,160,5,1823,12.0415945787923,78
LP,86,n,190,3,1821,14.3178210632764,78
LP,85,n,160,0,1821,14.422205101856,78
LP,75,s,120,0,1821,14.7648230602334,78
LP,79,n,150,1,1826,0,79
LP,80,s,70,0,1824,4,79
LP,78,n,110,1,1824,5,79
LP,77,s,70,0,1825,6.70820393249937,79
LP,83,n,160,5,1823,10.295630140987,79
LP,84,n,190,1,1822,10.6301458127346,79
LP,81,s,400,4,1824,14.2126704035519,79
LP,76,s,140,0,1823,14.7648230602334,79
LP,85,n,160,0,1821,16.7630546142402,79
LP,86,n,190,3,1821,17.2626765016321,79
LP,80,s,70,0,1824,0,80
LP,78,n,110,1,1824,3,80
LP,77,s,70,0,1825,3.60555127546399,80
LP,79,n,150,1,1826,4,80
LP,84,n,190,1,1822,8.54400374531753,80
LP,83,n,160,5,1823,9.05538513813742,80
LP,76,s,140,0,1823,11.4017542509914,80
LP,85,n,160,0,1821,13,80
LP,86,n,190,3,1821,13.3416640641263,80
LP,75,s,120,0,1821,16.4012194668567,80
LP,81,s,400,4,1824,0,81
LP,82,s,90,0,1823,7.21110255092798,81
LP,83,n,160,5,1823,14.142135623731,81
LP,79,n,150,1,1826,14.2126704035519,81
LP,84,n,190,1,1822,16.2788205960997,81
LP,80,s,70,0,1824,17.0293863659264,81
LP,78,n,110,1,1824,19.1049731745428,81
LP,77,s,70,0,1825,20.5182845286832,81
LP,139,n,180,3,1825,20.5182845286832,81
LP,136,n,180,1,1821,21.5870331449229,81
LP,82,s,90,0,1823,0,82
LP,81,s,400,4,1824,7.21110255092798,82
LP,83,n,160,5,1823,12.8062484748657,82
LP,84,n,190,1,1822,15,82
LP,136,n,180,1,1821,15.0332963783729,82
LP,137,n,200,3,1821,17,82
LP,79,n,150,1,1826,17.7200451466693,82
LP,80,s,70,0,1824,19.2353840616713,82
LP,139,n,180,3,1825,20.1246117974981,82
LP,135,n,170,0,1820,20.2237484161567,82
LP,83,n,160,5,1823,0,83
LP,84,n,190,1,1822,2.23606797749979,83
LP,80,s,70,0,1824,9.05538513813742,83
LP,79,n,150,1,1826,10.295630140987,83
LP,85,n,160,0,1821,11.7046999107196,83
LP,77,s,70,0,1825,12.0415945787923,83
LP,78,n,110,1,1824,12.0415945787923,83
LP,82,s,90,0,1823,12.8062484748657,83
LP,86,n,190,3,1821,13.4164078649987,83
LP,81,s,400,4,1824,14.142135623731,83
LP,84,n,190,1,1822,0,84
LP,83,n,160,5,1823,2.23606797749979,84
LP,80,s,70,0,1824,8.54400374531753,84
LP,85,n,160,0,1821,9.48683298050514,84
LP,79,n,150,1,1826,10.6301458127346,84
LP,77,s,70,0,1825,11.0453610171873,84
LP,86,n,190,3,1821,11.1803398874989,84
LP,78,n,110,1,1824,11.4017542509914,84
LP,92,n,60,0,1819,13,84
LP,93,n,130,0,1818,14.142135623731,84
LP,85,n,160,0,1821,0,85
LP,86,n,190,3,1821,2.23606797749979,85
LP,92,n,60,0,1819,8.54400374531753,85
LP,84,n,190,1,1822,9.48683298050514,85
LP,91,n,100,0,1818,10.295630140987,85
LP,90,n,100,0,1817,11.6619037896906,85
LP,83,n,160,5,1823,11.7046999107196,85
LP,76,s,140,0,1823,12.369316876853,85
LP,77,s,70,0,1825,12.8062484748657,85
LP,80,s,70,0,1824,13,85
LP,86,n,190,3,1821,0,86
LP,85,n,160,0,1821,2.23606797749979,86
LP,92,n,60,0,1819,10.1980390271856,86
LP,76,s,140,0,1823,10.770329614269,86
LP,84,n,190,1,1822,11.1803398874989,86
LP,91,n,100,0,1818,11.7046999107196,86
LP,73,s,130,1,1818,12.2065556157337,86
LP,77,s,70,0,1825,12.5299640861417,86
LP,75,s,120,0,1821,13,86
LP,90,n,100,0,1817,13,86
LP,87,s,150,0,1818,0,87
LP,88,s,180,0,1817,3.60555127546399,87
LP,89,n,140,0,1816,9.8488578017961,87
LP,72,s,125,2,1817,10.4403065089106,87
LP,71,n,120,3,1812,10.770329614269,87
LP,73,s,130,1,1818,10.770329614269,87
LP,74,s,130,1,1818,12.6491106406735,87
LP,90,n,100,0,1817,12.7279220613579,87
LP,91,n,100,0,1818,12.8062484748657,87
LP,92,n,60,0,1819,13.8924439894498,87
LP,88,s,180,0,1817,0,88
LP,87,s,150,0,1818,3.60555127546399,88
LP,71,n,120,3,1812,9.21954445729289,88
LP,89,n,140,0,1816,9.89949493661167,88
LP,72,s,125,2,1817,13.4164078649987,88
LP,97,s,275,1,1812,13.4536240470737,88
LP,73,s,130,1,1818,13.8924439894498,88
LP,90,n,100,0,1817,13.8924439894498,88
LP,70,n,95,0,1810,14.3178210632764,88
LP,91,n,100,0,1818,14.3178210632764,88
LP,89,n,140,0,1816,0,89
LP,90,n,100,0,1817,5,89
LP,94,n,110,0,1817,5,89
LP,91,n,100,0,1818,6.08276253029822,89
LP,95,n,80,0,1818,7.21110255092798,89
LP,92,n,60,0,1819,8.24621125123532,89
LP,87,s,150,0,1818,9.8488578017961,89
LP,88,s,180,0,1817,9.89949493661167,89
LP,96,n,140,0,1817,10,89
LP,93,n,130,0,1818,10.4403065089106,89
LP,90,n,100,0,1817,0,90
LP,91,n,100,0,1818,1.4142135623731,90
LP,94,n,110,0,1817,3.16227766016838,90
LP,92,n,60,0,1819,3.60555127546399,90
LP,89,n,140,0,1816,5,90
LP,93,n,130,0,1818,5.8309518948453,90
LP,95,n,80,0,1818,6.08276253029822,90
LP,96,n,140,0,1817,11.1803398874989,90
LP,85,n,160,0,1821,11.6619037896906,90
LP,87,s,150,0,1818,12.7279220613579,90
LP,91,n,100,0,1818,0,91
LP,90,n,100,0,1817,1.4142135623731,91
LP,92,n,60,0,1819,2.23606797749979,91
LP,94,n,110,0,1817,4.47213595499958,91
LP,93,n,130,0,1818,5.65685424949238,91
LP,89,n,140,0,1816,6.08276253029822,91
LP,95,n,80,0,1818,7.28010988928052,91
LP,85,n,160,0,1821,10.295630140987,91
